364455.147467613 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.247519732 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.347472191 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.447517395 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.547510386 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.647454739 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.747480392 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.847441196 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364455.947481632 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364456.047459841 -290.051074498 510.789221710 402.182132535 0.000000000 0.000000000 0.000000000 0.000000000
364456.147439718 -289.992974233 510.656750457 402.182929144 -4397.474423354 1793.931654973 -2783.477412666 0.000000000
364456.247470140 -289.992974233 510.656750457 402.182929144 -4397.474423354 1793.931654973 -2783.477412666 0.000000000
364456.347437143 -289.992974233 510.656750457 402.182929144 -4397.474423354 1793.931654973 -2783.477412666 0.000000000
364456.447001457 -290.140905160 511.168159748 401.975743837 -4753.322615908 -1978.158188038 -3947.014010223 0.000000000
364456.547437429 -290.140905160 511.168159748 401.975743837 -4753.322615908 -1978.158188038 -3947.014010223 0.000000000
364456.647437811 -287.998909655 512.604462649 402.406018882 -4631.838142892 -2091.602739740 -3976.414257226 0.000000000
364456.747385025 -287.998909655 512.604462649 402.406018882 -4631.838142892 -2091.602739740 -3976.414257226 0.000000000
364456.847450495 -285.421648576 515.353823284 404.071715170 -4034.982807821 -1685.000937028 -4829.654340693 0.000000000
364456.947394609 -285.421648576 515.353823284 404.071715170 -4034.982807821 -1685.000937028 -4829.654340693 0.000000000
364457.047067642 -278.165764818 521.625098291 406.042064196 -3040.750684487 -1042.832828658 -5189.325587499 0.000000000
364457.147437572 -278.165764818 521.625098291 406.042064196 -3040.750684487 -1042.832828658 -5189.325587499 0.000000000
364457.247441769 -266.694561906 534.051786468 410.190235480 -343.209698357 -220.768413014 -5089.834071610 0.000000000
364457.347383976 -266.694561906 534.051786468 410.190235480 -343.209698357 -220.768413014 -5089.834071610 0.000000000
364457.447433949 -265.385741713 540.053232470 414.078919544 -336.348249467 -257.857174191 -4809.421573012 0.000000000
364457.547374725 -265.385741713 540.053232470 414.078919544 -336.348249467 -257.857174191 -4809.421573012 0.000000000
364457.647372007 -269.358280992 541.105632100 416.780665882 -432.370275488 -467.031168893 -4605.430404514 0.000000000
364457.747442007 -269.358280992 541.105632100 416.780665882 -432.370275488 -467.031168893 -4605.430404514 0.000000000
364457.847449541 -276.065678893 542.367223844 420.286748828 -26.733440449 -531.163682580 -4499.244172263 0.000000000
364457.947358370 -276.065678893 542.367223844 420.286748828 -26.733440449 -531.163682580 -4499.244172263 0.000000000
364458.047355175 -284.097588425 548.059207462 422.745325772 -389.826822738 -596.225015804 -4583.461744771 0.000000000
364458.147372484 -284.097588425 548.059207462 422.745325772 -389.826822738 -596.225015804 -4583.461744771 0.000000000
364458.247388840 -309.577503347 519.299093288 411.906835110 676.831883763 911.436797299 -3735.077742416 0.000000000
364458.347386599 -309.376949403 527.447758727 406.604277246 292.712344873 987.477027547 -3851.401275177 0.000000000
364458.447340012 -309.376949403 527.447758727 406.604277246 292.712344873 987.477027547 -3851.401275177 0.000000000
364458.547401190 -309.698142080 529.853940069 403.890315573 272.793816711 987.820928141 -4012.822438502 0.000000000
364458.647372961 -309.691005231 530.495523933 403.687843050 271.357934733 987.665713019 -4019.422154438 0.000000000
364458.747329473 -309.691005231 530.495523933 403.687843050 271.357934733 987.665713019 -4019.422154438 0.000000000
364458.847339869 -310.290085444 537.480309223 402.018398743 -99.112719386 822.713183148 -4239.922578875 0.000000000
364458.947367191 -310.290085444 537.480309223 402.018398743 -99.112719386 822.713183148 -4239.922578875 0.000000000
364459.047359705 -306.441361488 544.437900798 403.544331982 -102.407250758 817.535502672 -4263.683368321 0.000000000
364459.147311687 -299.150013042 547.836776428 405.634311122 -97.678901940 807.169979791 -4221.909361724 0.000000000
364459.247355461 -293.234827863 552.913116956 403.838763018 -330.779621579 -1240.805200877 -3880.760947519 0.000000000
364459.347290039 -294.577714812 548.690937677 401.205696443 -418.174204982 -1449.418308742 -3969.259955085 0.000000000
364459.447302580 -294.577714812 548.690937677 401.205696443 -418.174204982 -1449.418308742 -3969.259955085 0.000000000
364459.547309160 -298.502061349 545.394645844 401.291100737 -261.152702371 -2347.968749380 -3898.383781238 0.000000000
364459.647300959 -298.502061349 545.394645844 401.291100737 -261.152702371 -2347.968749380 -3898.383781238 0.000000000
364459.747310162 -302.243945867 543.473312042 401.011066263 36.822575858 -2289.461788838 -3971.876896669 0.000000000
364459.847361565 -302.243945867 543.473312042 401.011066263 36.822575858 -2289.461788838 -3971.876896669 0.000000000
364459.947302341 -294.322254917 547.489798408 405.032650076 44.437459630 -2297.247450109 -4156.808491992 0.000000000
364460.047289848 -290.096710144 548.771609327 408.408642828 39.083724608 -2308.919394371 -4169.470144330 0.000000000
364460.147290468 -291.348486236 548.339257982 409.354348453 208.748498749 -2314.557276164 -4100.436368775 0.000000000
364460.247277260 -294.827471258 551.348387665 411.266601077 426.438082978 -2246.969546841 -3891.738186903 0.000000000
364460.347270966 -295.965183776 555.033113302 411.884211923 602.311769233 -2283.125028832 -3778.934035892 0.000000000
364460.447259426 -297.528974585 558.250801248 412.434741918 617.117367413 -2288.467699425 -3786.540789889 0.000000000
364460.547263384 -296.754686247 560.158423324 413.978680271 883.815618083 -2375.252144426 -3723.857008147 0.000000000
364460.647266388 -296.319962148 560.173671616 414.633322120 1105.707325299 -2711.762133973 -3748.112805807 0.000000000
